2017-03-25 20:40:52.213840: step 0, loss = 4.68 (57.7 examples/sec; 2.217 sec/batch)
2017-03-25 20:48:40.241989: step 2700, loss = 1.31 (672.8 examples/sec; 0.190 sec/batch)
2017-03-25 20:48:41.853629: step 2710, loss = 1.36 (793.9 examples/sec; 0.161 sec/batch)
2017-03-25 20:48:43.601235: step 2720, loss = 1.48 (732.4 examples/sec; 0.175 sec/batch)
2017-03-25 20:48:45.322487: step 2730, loss = 1.53 (743.6 examples/sec; 0.172 sec/batch)
2017-03-25 20:48:47.062818: step 2740, loss = 1.34 (735.5 examples/sec; 0.174 sec/batch)
2017-03-25 20:48:48.802639: step 2750, loss = 1.28 (735.7 examples/sec; 0.174 sec/batch)
2017-03-25 20:48:50.534734: step 2760, loss = 1.40 (739.0 examples/sec; 0.173 sec/batch)
2017-03-25 20:48:52.269837: step 2770, loss = 1.22 (737.7 examples/sec; 0.174 sec/batch)
2017-03-25 20:48:54.001743: step 2780, loss = 1.20 (739.1 examples/sec; 0.173 sec/batch)
2017-03-25 20:48:55.742763: step 2790, loss = 1.28 (735.2 examples/sec; 0.174 sec/batch)
2017-03-25 20:48:57.648070: step 2800, loss = 1.34 (671.8 examples/sec; 0.191 sec/batch)
2017-03-25 20:48:59.255148: step 2810, loss = 1.34 (796.5 examples/sec; 0.161 sec/batch)
2017-03-25 20:49:00.995439: step 2820, loss = 1.34 (735.5 examples/sec; 0.174 sec/batch)
2017-03-25 20:49:02.735714: step 2830, loss = 1.25 (735.6 examples/sec; 0.174 sec/batch)
2017-03-25 20:49:04.479048: step 2840, loss = 1.15 (734.1 examples/sec; 0.174 sec/batch)
2017-03-25 20:49:06.204832: step 2850, loss = 1.42 (741.7 examples/sec; 0.173 sec/batch)
2017-03-25 20:49:07.938890: step 2860, loss = 1.26 (738.2 examples/sec; 0.173 sec/batch)
2017-03-25 20:49:09.684335: step 2870, loss = 1.22 (733.3 examples/sec; 0.175 sec/batch)
2017-03-25 20:49:11.420339: step 2880, loss = 1.36 (737.3 examples/sec; 0.174 sec/batch)
2017-03-25 20:49:13.157069: step 2890, loss = 1.37 (737.0 examples/sec; 0.174 sec/batch)
2017-03-25 20:49:15.074046: step 2900, loss = 1.31 (668.0 examples/sec; 0.192 sec/batch)
2017-03-25 20:49:16.669450: step 2910, loss = 1.38 (801.9 examples/sec; 0.160 sec/batch)
2017-03-25 20:49:18.421370: step 2920, loss = 1.32 (730.6 examples/sec; 0.175 sec/batch)
2017-03-25 20:49:20.142113: step 2930, loss = 1.29 (743.9 examples/sec; 0.172 sec/batch)
2017-03-25 20:49:21.888393: step 2940, loss = 1.19 (733.0 examples/sec; 0.175 sec/batch)
2017-03-25 20:49:23.629978: step 2950, loss = 1.31 (735.0 examples/sec; 0.174 sec/batch)
2017-03-25 20:49:25.355814: step 2960, loss = 1.09 (741.7 examples/sec; 0.173 sec/batch)
2017-03-25 20:49:27.106075: step 2970, loss = 1.04 (731.3 examples/sec; 0.175 sec/batch)
2017-03-25 20:49:28.828853: step 2980, loss = 1.40 (743.2 examples/sec; 0.172 sec/batch)
2017-03-25 20:49:30.556431: step 2990, loss = 1.28 (740.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:49:32.482188: step 3000, loss = 1.28 (665.0 examples/sec; 0.192 sec/batch)
2017-03-25 20:49:34.016193: step 3010, loss = 1.39 (833.9 examples/sec; 0.154 sec/batch)
2017-03-25 20:49:35.723674: step 3020, loss = 1.26 (749.6 examples/sec; 0.171 sec/batch)
2017-03-25 20:49:37.453919: step 3030, loss = 1.14 (739.9 examples/sec; 0.173 sec/batch)
2017-03-25 20:49:39.190484: step 3040, loss = 1.32 (737.0 examples/sec; 0.174 sec/batch)
2017-03-25 20:49:40.932806: step 3050, loss = 1.07 (734.7 examples/sec; 0.174 sec/batch)
2017-03-25 20:49:42.664259: step 3060, loss = 1.26 (739.3 examples/sec; 0.173 sec/batch)
2017-03-25 20:49:44.394879: step 3070, loss = 1.24 (739.7 examples/sec; 0.173 sec/batch)
2017-03-25 20:49:46.118567: step 3080, loss = 1.26 (742.5 examples/sec; 0.172 sec/batch)
2017-03-25 20:49:47.847435: step 3090, loss = 1.29 (740.4 examples/sec; 0.173 sec/batch)
2017-03-25 20:49:49.748706: step 3100, loss = 1.32 (673.7 examples/sec; 0.190 sec/batch)
2017-03-25 20:49:51.351974: step 3110, loss = 1.19 (797.7 examples/sec; 0.160 sec/batch)
2017-03-25 20:49:53.080002: step 3120, loss = 1.19 (740.7 examples/sec; 0.173 sec/batch)
2017-03-25 20:49:54.829758: step 3130, loss = 1.20 (731.5 examples/sec; 0.175 sec/batch)
2017-03-25 20:49:56.562897: step 3140, loss = 1.45 (738.5 examples/sec; 0.173 sec/batch)
2017-03-25 20:49:58.295425: step 3150, loss = 1.40 (738.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:50:00.025184: step 3160, loss = 1.21 (740.0 examples/sec; 0.173 sec/batch)
2017-03-25 20:50:01.768475: step 3170, loss = 1.14 (734.3 examples/sec; 0.174 sec/batch)
2017-03-25 20:50:03.505272: step 3180, loss = 1.27 (737.1 examples/sec; 0.174 sec/batch)
2017-03-25 20:50:05.243891: step 3190, loss = 1.13 (736.1 examples/sec; 0.174 sec/batch)
2017-03-25 20:50:07.141831: step 3200, loss = 1.21 (674.4 examples/sec; 0.190 sec/batch)
2017-03-25 20:50:08.746651: step 3210, loss = 1.24 (797.6 examples/sec; 0.160 sec/batch)
2017-03-25 20:50:10.484061: step 3220, loss = 1.29 (736.8 examples/sec; 0.174 sec/batch)
2017-03-25 20:50:12.220185: step 3230, loss = 1.26 (737.2 examples/sec; 0.174 sec/batch)
2017-03-25 20:50:13.962281: step 3240, loss = 1.21 (734.7 examples/sec; 0.174 sec/batch)
2017-03-25 20:50:15.689967: step 3250, loss = 1.35 (740.9 examples/sec; 0.173 sec/batch)
2017-03-25 20:50:17.422628: step 3260, loss = 1.19 (738.7 examples/sec; 0.173 sec/batch)
2017-03-25 20:50:19.161805: step 3270, loss = 1.37 (736.0 examples/sec; 0.174 sec/batch)
2017-03-25 20:50:20.906001: step 3280, loss = 1.11 (733.9 examples/sec; 0.174 sec/batch)
2017-03-25 20:50:22.630365: step 3290, loss = 1.18 (742.3 examples/sec; 0.172 sec/batch)
2017-03-25 20:50:24.529659: step 3300, loss = 1.15 (673.9 examples/sec; 0.190 sec/batch)
2017-03-25 20:50:26.140927: step 3310, loss = 1.27 (794.4 examples/sec; 0.161 sec/batch)
2017-03-25 20:50:27.876620: step 3320, loss = 1.11 (737.5 examples/sec; 0.174 sec/batch)
2017-03-25 20:50:29.615822: step 3330, loss = 1.22 (736.0 examples/sec; 0.174 sec/batch)
2017-03-25 20:50:31.346334: step 3340, loss = 1.21 (739.7 examples/sec; 0.173 sec/batch)
2017-03-25 20:50:33.096689: step 3350, loss = 1.31 (731.3 examples/sec; 0.175 sec/batch)
2017-03-25 20:50:34.835993: step 3360, loss = 1.22 (736.0 examples/sec; 0.174 sec/batch)
2017-03-25 20:50:36.581393: step 3370, loss = 1.14 (733.3 examples/sec; 0.175 sec/batch)
2017-03-25 20:50:38.332046: step 3380, loss = 1.01 (731.2 examples/sec; 0.175 sec/batch)
2017-03-25 20:50:40.072529: step 3390, loss = 1.33 (735.4 examples/sec; 0.174 sec/batch)
2017-03-25 20:50:42.046589: step 3400, loss = 1.12 (648.4 examples/sec; 0.197 sec/batch)
2017-03-25 20:50:43.584393: step 3410, loss = 1.29 (832.4 examples/sec; 0.154 sec/batch)
2017-03-25 20:50:45.325874: step 3420, loss = 1.22 (735.0 examples/sec; 0.174 sec/batch)
2017-03-25 20:50:47.049437: step 3430, loss = 1.28 (742.6 examples/sec; 0.172 sec/batch)
2017-03-25 20:50:48.787100: step 3440, loss = 1.15 (736.6 examples/sec; 0.174 sec/batch)
2017-03-25 20:50:50.520943: step 3450, loss = 1.29 (738.4 examples/sec; 0.173 sec/batch)
2017-03-25 20:50:52.295874: step 3460, loss = 1.07 (721.0 examples/sec; 0.178 sec/batch)
2017-03-25 20:50:54.042726: step 3470, loss = 1.08 (732.8 examples/sec; 0.175 sec/batch)
2017-03-25 20:50:55.777780: step 3480, loss = 1.16 (737.9 examples/sec; 0.173 sec/batch)
2017-03-25 20:50:57.519255: step 3490, loss = 1.19 (734.9 examples/sec; 0.174 sec/batch)
2017-03-25 20:50:59.453346: step 3500, loss = 1.06 (661.7 examples/sec; 0.193 sec/batch)
2017-03-25 20:51:01.038864: step 3510, loss = 1.37 (807.3 examples/sec; 0.159 sec/batch)
2017-03-25 20:51:02.770045: step 3520, loss = 1.19 (739.4 examples/sec; 0.173 sec/batch)
2017-03-25 20:51:04.508492: step 3530, loss = 1.20 (736.3 examples/sec; 0.174 sec/batch)
2017-03-25 20:51:06.242395: step 3540, loss = 1.26 (738.2 examples/sec; 0.173 sec/batch)
2017-03-25 20:51:07.978324: step 3550, loss = 1.10 (737.3 examples/sec; 0.174 sec/batch)
2017-03-25 20:51:09.711083: step 3560, loss = 1.17 (738.7 examples/sec; 0.173 sec/batch)
2017-03-25 20:51:11.443049: step 3570, loss = 1.20 (739.0 examples/sec; 0.173 sec/batch)
2017-03-25 20:51:13.178660: step 3580, loss = 0.97 (737.5 examples/sec; 0.174 sec/batch)
2017-03-25 20:51:14.934153: step 3590, loss = 1.16 (729.1 examples/sec; 0.176 sec/batch)
2017-03-25 20:51:16.858809: step 3600, loss = 1.12 (665.0 examples/sec; 0.192 sec/batch)
2017-03-25 20:51:18.453302: step 3610, loss = 1.35 (802.8 examples/sec; 0.159 sec/batch)
2017-03-25 20:51:20.185812: step 3620, loss = 1.17 (738.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:51:21.918313: step 3630, loss = 1.09 (738.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:51:23.653299: step 3640, loss = 1.13 (737.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:51:25.389899: step 3650, loss = 1.08 (737.1 examples/sec; 0.174 sec/batch)
2017-03-25 20:51:27.121980: step 3660, loss = 1.25 (739.0 examples/sec; 0.173 sec/batch)
2017-03-25 20:51:28.860499: step 3670, loss = 1.02 (736.3 examples/sec; 0.174 sec/batch)
2017-03-25 20:51:30.590572: step 3680, loss = 1.06 (739.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:51:32.328880: step 3690, loss = 1.24 (736.5 examples/sec; 0.174 sec/batch)
2017-03-25 20:51:34.279798: step 3700, loss = 1.42 (656.2 examples/sec; 0.195 sec/batch)
2017-03-25 20:51:35.855415: step 3710, loss = 1.03 (812.0 examples/sec; 0.158 sec/batch)
2017-03-25 20:51:37.589298: step 3720, loss = 1.15 (738.2 examples/sec; 0.173 sec/batch)
2017-03-25 20:51:39.323447: step 3730, loss = 1.23 (738.1 examples/sec; 0.173 sec/batch)
2017-03-25 20:51:41.065060: step 3740, loss = 1.35 (734.9 examples/sec; 0.174 sec/batch)
2017-03-25 20:51:42.784800: step 3750, loss = 1.19 (744.3 examples/sec; 0.172 sec/batch)
2017-03-25 20:51:44.517211: step 3760, loss = 1.10 (738.9 examples/sec; 0.173 sec/batch)
2017-03-25 20:51:46.256114: step 3770, loss = 1.25 (736.1 examples/sec; 0.174 sec/batch)
2017-03-25 20:51:47.989102: step 3780, loss = 1.13 (738.6 examples/sec; 0.173 sec/batch)
2017-03-25 20:51:49.714872: step 3790, loss = 1.11 (741.7 examples/sec; 0.173 sec/batch)
2017-03-25 20:51:51.614611: step 3800, loss = 1.16 (674.0 examples/sec; 0.190 sec/batch)
2017-03-25 20:51:53.231887: step 3810, loss = 1.20 (791.2 examples/sec; 0.162 sec/batch)
2017-03-25 20:51:54.964433: step 3820, loss = 1.11 (738.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:51:56.704092: step 3830, loss = 1.32 (735.8 examples/sec; 0.174 sec/batch)
2017-03-25 20:51:58.442965: step 3840, loss = 1.10 (736.1 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:00.175268: step 3850, loss = 1.07 (738.9 examples/sec; 0.173 sec/batch)
2017-03-25 20:52:01.918276: step 3860, loss = 1.29 (734.4 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:03.654030: step 3870, loss = 1.10 (737.4 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:05.381129: step 3880, loss = 1.06 (741.1 examples/sec; 0.173 sec/batch)
2017-03-25 20:52:07.119859: step 3890, loss = 1.05 (736.2 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:09.043841: step 3900, loss = 1.26 (665.5 examples/sec; 0.192 sec/batch)
2017-03-25 20:52:10.637826: step 3910, loss = 1.19 (802.7 examples/sec; 0.159 sec/batch)
2017-03-25 20:52:12.369773: step 3920, loss = 1.00 (739.1 examples/sec; 0.173 sec/batch)
2017-03-25 20:52:14.113689: step 3930, loss = 1.16 (734.0 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:15.845848: step 3940, loss = 0.95 (739.0 examples/sec; 0.173 sec/batch)
2017-03-25 20:52:17.588486: step 3950, loss = 0.95 (734.5 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:19.314504: step 3960, loss = 1.11 (741.6 examples/sec; 0.173 sec/batch)
2017-03-25 20:52:21.038374: step 3970, loss = 1.12 (742.6 examples/sec; 0.172 sec/batch)
2017-03-25 20:52:22.762650: step 3980, loss = 1.07 (742.3 examples/sec; 0.172 sec/batch)
2017-03-25 20:52:24.503082: step 3990, loss = 1.24 (735.5 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:26.401338: step 4000, loss = 0.99 (674.3 examples/sec; 0.190 sec/batch)
2017-03-25 20:52:28.004347: step 4010, loss = 1.04 (798.5 examples/sec; 0.160 sec/batch)
2017-03-25 20:52:29.746709: step 4020, loss = 1.26 (734.6 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:31.481746: step 4030, loss = 1.00 (737.7 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:33.225552: step 4040, loss = 1.16 (734.1 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:34.950156: step 4050, loss = 1.16 (742.1 examples/sec; 0.172 sec/batch)
2017-03-25 20:52:36.688644: step 4060, loss = 1.03 (736.3 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:38.414112: step 4070, loss = 1.13 (741.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:52:40.150143: step 4080, loss = 1.00 (737.3 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:41.900592: step 4090, loss = 1.13 (731.2 examples/sec; 0.175 sec/batch)
2017-03-25 20:52:43.805109: step 4100, loss = 0.98 (672.1 examples/sec; 0.190 sec/batch)
2017-03-25 20:52:45.406271: step 4110, loss = 1.15 (799.7 examples/sec; 0.160 sec/batch)
2017-03-25 20:52:47.147571: step 4120, loss = 1.24 (735.0 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:48.890202: step 4130, loss = 1.10 (734.4 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:50.620471: step 4140, loss = 1.07 (739.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:52:52.361419: step 4150, loss = 0.93 (735.2 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:54.102476: step 4160, loss = 0.95 (735.2 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:55.842876: step 4170, loss = 1.04 (735.5 examples/sec; 0.174 sec/batch)
2017-03-25 20:52:57.575185: step 4180, loss = 1.10 (738.9 examples/sec; 0.173 sec/batch)
2017-03-25 20:52:59.310564: step 4190, loss = 1.12 (737.6 examples/sec; 0.174 sec/batch)
2017-03-25 20:53:01.209402: step 4200, loss = 1.07 (674.1 examples/sec; 0.190 sec/batch)
2017-03-25 20:53:02.818525: step 4210, loss = 1.12 (795.5 examples/sec; 0.161 sec/batch)
2017-03-25 20:53:04.553173: step 4220, loss = 1.03 (737.9 examples/sec; 0.173 sec/batch)
2017-03-25 20:53:06.285935: step 4230, loss = 1.03 (738.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:53:08.009838: step 4240, loss = 1.07 (742.4 examples/sec; 0.172 sec/batch)
2017-03-25 20:53:09.738949: step 4250, loss = 0.89 (740.3 examples/sec; 0.173 sec/batch)
2017-03-25 20:53:11.478881: step 4260, loss = 1.14 (735.7 examples/sec; 0.174 sec/batch)
2017-03-25 20:53:13.210629: step 4270, loss = 1.11 (739.1 examples/sec; 0.173 sec/batch)
2017-03-25 20:53:14.953037: step 4280, loss = 1.11 (734.6 examples/sec; 0.174 sec/batch)
2017-03-25 20:53:16.682983: step 4290, loss = 1.31 (739.9 examples/sec; 0.173 sec/batch)
2017-03-25 20:53:18.597206: step 4300, loss = 1.06 (668.7 examples/sec; 0.191 sec/batch)
2017-03-25 20:53:20.195067: step 4310, loss = 1.06 (801.1 examples/sec; 0.160 sec/batch)
2017-03-25 20:53:21.921334: step 4320, loss = 0.83 (741.5 examples/sec; 0.173 sec/batch)
2017-03-25 20:53:23.658821: step 4330, loss = 0.96 (736.7 examples/sec; 0.174 sec/batch)
2017-03-25 20:53:25.391265: step 4340, loss = 1.01 (738.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:53:27.118729: step 4350, loss = 1.04 (741.0 examples/sec; 0.173 sec/batch)
2017-03-25 20:53:28.838355: step 4360, loss = 1.18 (744.3 examples/sec; 0.172 sec/batch)
2017-03-25 20:53:30.575960: step 4370, loss = 1.01 (736.7 examples/sec; 0.174 sec/batch)
2017-03-25 20:53:32.325127: step 4380, loss = 1.07 (731.7 examples/sec; 0.175 sec/batch)
2017-03-25 20:53:34.032876: step 4390, loss = 1.20 (749.5 examples/sec; 0.171 sec/batch)
2017-03-25 20:53:35.949040: step 4400, loss = 1.11 (668.0 examples/sec; 0.192 sec/batch)
2017-03-25 20:53:37.547938: step 4410, loss = 1.02 (800.6 examples/sec; 0.160 sec/batch)
2017-03-25 20:53:39.288577: step 4420, loss = 0.92 (735.4 examples/sec; 0.174 sec/batch)
2017-03-25 20:53:41.012763: step 4430, loss = 1.12 (742.4 examples/sec; 0.172 sec/batch)
2017-03-25 20:53:42.753183: step 4440, loss = 1.17 (735.5 examples/sec; 0.174 sec/batch)
2017-03-25 20:53:44.481286: step 4450, loss = 1.13 (740.7 examples/sec; 0.173 sec/batch)
2017-03-25 20:53:46.213644: step 4460, loss = 1.17 (738.9 examples/sec; 0.173 sec/batch)
2017-03-25 20:53:47.942749: step 4470, loss = 1.00 (740.3 examples/sec; 0.173 sec/batch)
2017-03-25 20:53:49.672905: step 4480, loss = 1.04 (739.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:53:51.395274: step 4490, loss = 1.16 (743.2 examples/sec; 0.172 sec/batch)
2017-03-25 20:53:53.326617: step 4500, loss = 1.14 (662.7 examples/sec; 0.193 sec/batch)
2017-03-25 20:53:54.898898: step 4510, loss = 0.91 (814.1 examples/sec; 0.157 sec/batch)
2017-03-25 20:53:56.627798: step 4520, loss = 0.94 (740.4 examples/sec; 0.173 sec/batch)
2017-03-25 20:53:58.366216: step 4530, loss = 1.01 (736.3 examples/sec; 0.174 sec/batch)
2017-03-25 20:54:00.091789: step 4540, loss = 1.01 (741.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:54:01.855891: step 4550, loss = 1.12 (725.6 examples/sec; 0.176 sec/batch)
2017-03-25 20:54:03.590469: step 4560, loss = 1.07 (737.9 examples/sec; 0.173 sec/batch)
2017-03-25 20:54:05.319016: step 4570, loss = 0.85 (740.5 examples/sec; 0.173 sec/batch)
2017-03-25 20:54:07.052416: step 4580, loss = 0.98 (738.4 examples/sec; 0.173 sec/batch)
2017-03-25 20:54:08.788460: step 4590, loss = 1.10 (737.4 examples/sec; 0.174 sec/batch)
2017-03-25 20:54:10.679808: step 4600, loss = 1.02 (676.7 examples/sec; 0.189 sec/batch)
2017-03-25 20:54:12.283796: step 4610, loss = 0.94 (798.0 examples/sec; 0.160 sec/batch)
2017-03-25 20:54:14.026810: step 4620, loss = 0.99 (734.4 examples/sec; 0.174 sec/batch)
2017-03-25 20:54:15.753120: step 4630, loss = 0.82 (741.5 examples/sec; 0.173 sec/batch)
2017-03-25 20:54:17.487887: step 4640, loss = 1.14 (737.9 examples/sec; 0.173 sec/batch)
2017-03-25 20:54:19.205284: step 4650, loss = 1.01 (745.3 examples/sec; 0.172 sec/batch)
2017-03-25 20:54:20.946540: step 4660, loss = 1.12 (735.1 examples/sec; 0.174 sec/batch)
2017-03-25 20:54:22.683494: step 4670, loss = 1.14 (736.9 examples/sec; 0.174 sec/batch)
2017-03-25 20:54:24.406760: step 4680, loss = 1.08 (742.8 examples/sec; 0.172 sec/batch)
2017-03-25 20:54:26.147170: step 4690, loss = 0.86 (735.5 examples/sec; 0.174 sec/batch)
2017-03-25 20:54:28.053986: step 4700, loss = 1.16 (671.5 examples/sec; 0.191 sec/batch)
2017-03-25 20:54:29.646661: step 4710, loss = 1.16 (803.3 examples/sec; 0.159 sec/batch)
2017-03-25 20:54:31.379173: step 4720, loss = 1.00 (738.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:54:33.120617: step 4730, loss = 1.10 (735.2 examples/sec; 0.174 sec/batch)
2017-03-25 20:54:34.854622: step 4740, loss = 1.11 (738.0 examples/sec; 0.173 sec/batch)
2017-03-25 20:54:36.592459: step 4750, loss = 1.00 (736.5 examples/sec; 0.174 sec/batch)
2017-03-25 20:54:38.321156: step 4760, loss = 0.98 (740.4 examples/sec; 0.173 sec/batch)
2017-03-25 20:54:40.061062: step 4770, loss = 1.00 (735.7 examples/sec; 0.174 sec/batch)
2017-03-25 20:54:41.784749: step 4780, loss = 1.04 (742.6 examples/sec; 0.172 sec/batch)
2017-03-25 20:54:43.504827: step 4790, loss = 1.05 (744.2 examples/sec; 0.172 sec/batch)
2017-03-25 20:54:45.406496: step 4800, loss = 1.12 (673.1 examples/sec; 0.190 sec/batch)
2017-03-25 20:54:47.006637: step 4810, loss = 1.14 (799.9 examples/sec; 0.160 sec/batch)
2017-03-25 20:54:48.751845: step 4820, loss = 0.97 (733.4 examples/sec; 0.175 sec/batch)
2017-03-25 20:54:50.483668: step 4830, loss = 1.08 (739.1 examples/sec; 0.173 sec/batch)
2017-03-25 20:54:52.231851: step 4840, loss = 1.05 (732.2 examples/sec; 0.175 sec/batch)
2017-03-25 20:54:53.961576: step 4850, loss = 1.01 (740.0 examples/sec; 0.173 sec/batch)
2017-03-25 20:54:55.709804: step 4860, loss = 0.99 (732.2 examples/sec; 0.175 sec/batch)
2017-03-25 20:54:57.445591: step 4870, loss = 1.02 (737.4 examples/sec; 0.174 sec/batch)
2017-03-25 20:54:59.185853: step 4880, loss = 1.09 (735.5 examples/sec; 0.174 sec/batch)
2017-03-25 20:55:00.931555: step 4890, loss = 1.13 (733.2 examples/sec; 0.175 sec/batch)
2017-03-25 20:55:02.829573: step 4900, loss = 1.11 (674.7 examples/sec; 0.190 sec/batch)
2017-03-25 20:55:04.438307: step 4910, loss = 0.88 (795.2 examples/sec; 0.161 sec/batch)
2017-03-25 20:55:06.181326: step 4920, loss = 1.25 (734.4 examples/sec; 0.174 sec/batch)
2017-03-25 20:55:07.900296: step 4930, loss = 1.15 (744.6 examples/sec; 0.172 sec/batch)
2017-03-25 20:55:09.630426: step 4940, loss = 0.95 (739.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:55:11.365179: step 4950, loss = 0.94 (737.9 examples/sec; 0.173 sec/batch)
2017-03-25 20:55:13.104361: step 4960, loss = 1.25 (736.0 examples/sec; 0.174 sec/batch)
2017-03-25 20:55:14.838336: step 4970, loss = 1.07 (738.2 examples/sec; 0.173 sec/batch)
2017-03-25 20:55:16.572944: step 4980, loss = 0.94 (737.9 examples/sec; 0.173 sec/batch)
2017-03-25 20:55:18.313919: step 4990, loss = 1.06 (735.2 examples/sec; 0.174 sec/batch)
2017-03-25 20:55:20.273354: step 5000, loss = 1.04 (653.5 examples/sec; 0.196 sec/batch)
2017-03-25 20:55:21.822501: step 5010, loss = 1.11 (825.9 examples/sec; 0.155 sec/batch)
2017-03-25 20:55:23.549410: step 5020, loss = 0.93 (741.2 examples/sec; 0.173 sec/batch)
2017-03-25 20:55:25.296520: step 5030, loss = 0.86 (732.6 examples/sec; 0.175 sec/batch)
2017-03-25 20:55:27.038605: step 5040, loss = 0.96 (734.8 examples/sec; 0.174 sec/batch)
2017-03-25 20:55:28.764215: step 5050, loss = 1.16 (741.8 examples/sec; 0.173 sec/batch)
2017-03-25 20:55:30.495150: step 5060, loss = 0.93 (739.5 examples/sec; 0.173 sec/batch)
